"subject","trial_order","seed","condition","id","truth","ans","A_pro","B_pro","A_state","B_state"
"8han3aepe",16,1,"reliable","exp1a_s1_GP_r","GP","GP","G","P","G","P"
"8han3aepe",17,12,"reliable","exp1a_s12_NN_r","NN","GG","N","N","G","G"
"8han3aepe",18,5,"reliable","exp1a_s5_PG_r","PG","PG","P","G","P","G"
"gfaytmdmh",1,5,"reliable","exp1a_s5_NN_r","NN","NP","N","N","N","P"
"gfaytmdmh",2,3,"reliable","exp1a_s3_GP_r","GP","GP","G","P","G","P"
"gfaytmdmh",3,14,"reliable","exp1a_s14_NN_r","NN","NP","N","N","N","P"
"gfaytmdmh",4,16,"reliable","exp1a_s16_PG_r","PG","PG","P","G","P","G"
"gfaytmdmh",5,2,"reliable","exp1a_s2_GN_r","GN","GN","G","N","G","N"
"gfaytmdmh",6,7,"reliable","exp1a_s7_PG_r","PG","PG","P","G","P","G"
"gfaytmdmh",7,1,"reliable","exp1a_s1_GG_r","GG","GG","G","G","G","G"
"gfaytmdmh",8,8,"reliable","exp1a_s8_PN_r","PN","NP","P","N","N","P"
"gfaytmdmh",9,13,"reliable","exp1a_s13_NG_r","NG","NG","N","G","N","G"
"gfaytmdmh",10,6,"reliable","exp1a_s6_NP_r","NP","NP","N","P","N","P"
"gfaytmdmh",11,4,"reliable","exp1a_s4_NG_r","NG","NG","N","G","N","G"
"gfaytmdmh",12,18,"reliable","exp1a_s18_PP_r","PP","PP","P","P","P","P"
"gfaytmdmh",13,12,"reliable","exp1a_s12_GP_r","GP","GP","G","P","G","P"
"gfaytmdmh",14,11,"reliable","exp1a_s11_GN_r","GN","GN","G","N","G","N"
"gfaytmdmh",15,9,"reliable","exp1a_s9_PP_r","PP","NP","P","P","N","P"
"gfaytmdmh",16,10,"reliable","exp1a_s10_GG_r","GG","NG","G","G","N","G"
"gfaytmdmh",17,15,"reliable","exp1a_s15_NP_r","NP","NP","N","P","N","P"
"gfaytmdmh",18,17,"reliable","exp1a_s17_PN_r","PN","NN","P","N","N","N"
"646elqkpn",1,2,"unreliable","exp1a_s2_NG_u","NG","NG","N","G","N","G"
"646elqkpn",2,4,"unreliable","exp1a_s4_NP_u","NP","PN","N","P","P","N"
"646elqkpn",3,8,"unreliable","exp1a_s8_GG_u","GG","GG","G","G","G","G"
"646elqkpn",4,12,"unreliable","exp1a_s12_NN_u","NN","NN","N","N","N","N"
"646elqkpn",5,1,"unreliable","exp1a_s1_GP_u","GP","GN","G","P","G","N"
"646elqkpn",6,5,"unreliable","exp1a_s5_PG_u","PG","NN","P","G","N","N"
"646elqkpn",7,17,"unreliable","exp1a_s17_GG_u","GG","GG","G","G","G","G"
"646elqkpn",8,16,"unreliable","exp1a_s16_PP_u","PP","NN","P","P","N","N"
"646elqkpn",9,9,"unreliable","exp1a_s9_GN_u","GN","NP","G","N","N","P"
"646elqkpn",10,6,"unreliable","exp1a_s6_PN_u","PN","NN","P","N","N","N"
"646elqkpn",11,11,"unreliable","exp1a_s11_NG_u","NG","NG","N","G","N","G"
"646elqkpn",12,14,"unreliable","exp1a_s14_PG_u","PG","NG","P","G","N","G"
"646elqkpn",13,13,"unreliable","exp1a_s13_NP_u","NP","PN","N","P","P","N"
"646elqkpn",14,15,"unreliable","exp1a_s15_PN_u","PN","NG","P","N","N","G"
"646elqkpn",15,10,"unreliable","exp1a_s10_GP_u","GP","GN","G","P","G","N"
"646elqkpn",16,18,"unreliable","exp1a_s18_GN_u","GN","NP","G","N","N","P"
"646elqkpn",17,7,"unreliable","exp1a_s7_PP_u","PP","NN","P","P","N","N"
"646elqkpn",18,3,"unreliable","exp1a_s3_NN_u","NN","NP","N","N","N","P"
"lc6yol9mv",1,2,"reliable","exp1a_s2_GG_r","GG","GG","G","G","G","G"
"lc6yol9mv",2,7,"reliable","exp1a_s7_NP_r","NP","NP","N","P","N","P"
"lc6yol9mv",3,1,"reliable","exp1a_s1_PP_r","PP","PP","P","P","P","P"
"lc6yol9mv",4,17,"reliable","exp1a_s17_PG_r","PG","PG","P","G","P","G"
"lc6yol9mv",5,18,"reliable","exp1a_s18_PN_r","PN","PN","P","N","P","N"
"lc6yol9mv",6,5,"reliable","exp1a_s5_NG_r","NG","NG","N","G","N","G"
"lc6yol9mv",7,4,"reliable","exp1a_s4_GP_r","GP","GP","G","P","G","P"
"lc6yol9mv",8,16,"reliable","exp1a_s16_NP_r","NP","NP","N","P","N","P"
"lc6yol9mv",9,3,"reliable","exp1a_s3_GN_r","GN","GN","G","N","G","N"
"lc6yol9mv",10,10,"reliable","exp1a_s10_PP_r","PP","NP","P","P","N","P"
"lc6yol9mv",11,14,"reliable","exp1a_s14_NG_r","NG","NG","N","G","N","G"
"lc6yol9mv",12,13,"reliable","exp1a_s13_GP_r","GP","GP","G","P","G","P"
"lc6yol9mv",13,12,"reliable","exp1a_s12_GN_r","GN","GN","G","N","G","N"
"lc6yol9mv",14,9,"reliable","exp1a_s9_PN_r","PN","PN","P","N","P","N"
"lc6yol9mv",15,15,"reliable","exp1a_s15_NN_r","NN","NP","N","N","N","P"
"lc6yol9mv",16,11,"reliable","exp1a_s11_GG_r","GG","GG","G","G","G","G"
"lc6yol9mv",17,8,"reliable","exp1a_s8_PG_r","PG","PG","P","G","P","G"
"lc6yol9mv",18,6,"reliable","exp1a_s6_NN_r","NN","PN","N","N","P","N"
"7y6e15opa",1,16,"reliable","exp1a_s16_GG_r","GG","GG","G","G","G","G"
"7y6e15opa",2,18,"reliable","exp1a_s18_GP_r","GP","GP","G","P","G","P"
"7y6e15opa",3,6,"reliable","exp1a_s6_PP_r","PP","PP","P","P","P","P"
"7y6e15opa",4,1,"reliable","exp1a_s1_NG_r","NG","NG","N","G","N","G"
"7y6e15opa",5,8,"reliable","exp1a_s8_GN_r","GN","GN","G","N","G","N"
"7y6e15opa",6,4,"reliable","exp1a_s4_PG_r","PG","PG","P","G","P","G"
"7y6e15opa",7,2,"reliable","exp1a_s2_NN_r","NN","GN","N","N","G","N"
"7y6e15opa",8,12,"reliable","exp1a_s12_NP_r","NP","NP","N","P","N","P"
"7y6e15opa",9,7,"reliable","exp1a_s7_GG_r","GG","GG","G","G","G","G"
"7y6e15opa",10,9,"reliable","exp1a_s9_GP_r","GP","GP","G","P","G","P"
"7y6e15opa",11,5,"reliable","exp1a_s5_PN_r","PN","PN","P","N","P","N"
"7y6e15opa",12,11,"reliable","exp1a_s11_NN_r","NN","NG","N","N","N","G"
"7y6e15opa",13,13,"reliable","exp1a_s13_PG_r","PG","PG","P","G","P","G"
"7y6e15opa",14,15,"reliable","exp1a_s15_PP_r","PP","PP","P","P","P","P"
"7y6e15opa",15,10,"reliable","exp1a_s10_NG_r","NG","NG","N","G","N","G"
"7y6e15opa",16,3,"reliable","exp1a_s3_NP_r","NP","GP","N","P","G","P"
"7y6e15opa",17,17,"reliable","exp1a_s17_GN_r","GN","NG","G","N","N","G"
"7y6e15opa",18,14,"reliable","exp1a_s14_PN_r","PN","PN","P","N","P","N"
"77647oupk",1,13,"unreliable","exp1a_s13_NN_u","NN","GN","N","N","G","N"
"77647oupk",2,10,"unreliable","exp1a_s10_GN_u","GN","GN","G","N","G","N"
"77647oupk",3,7,"unreliable","exp1a_s7_PN_u","PN","NN","P","N","N","N"
"77647oupk",4,17,"unreliable","exp1a_s17_PP_u","PP","NN","P","P","N","N"
"77647oupk",5,18,"unreliable","exp1a_s18_GG_u","GG","GP","G","G","G","P"
"77647oupk",6,14,"unreliable","exp1a_s14_NP_u","NP","NP","N","P","N","P"
"77647oupk",7,16,"unreliable","exp1a_s16_PN_u","PN","PP","P","N","P","P"
"77647oupk",8,3,"unreliable","exp1a_s3_NG_u","NG","GG","N","G","G","G"
"77647oupk",9,6,"unreliable","exp1a_s6_PG_u","PG","NG","P","G","N","G"
"77647oupk",10,2,"unreliable","exp1a_s2_GP_u","GP","GP","G","P","G","P"
"77647oupk",11,5,"unreliable","exp1a_s5_NP_u","NP","NN","N","P","N","N"
"77647oupk",12,11,"unreliable","exp1a_s11_GP_u","GP","GP","G","P","G","P"
"77647oupk",13,1,"unreliable","exp1a_s1_GN_u","GN","GN","G","N","G","N"
"77647oupk",14,15,"unreliable","exp1a_s15_PG_u","PG","NN","P","G","N","N"
"77647oupk",15,9,"unreliable","exp1a_s9_GG_u","GG","GG","G","G","G","G"
"77647oupk",16,4,"unreliable","exp1a_s4_NN_u","NN","PG","N","N","P","G"
"77647oupk",17,8,"unreliable","exp1a_s8_PP_u","PP","NN","P","P","N","N"
"77647oupk",18,12,"unreliable","exp1a_s12_NG_u","NG","PG","N","G","P","G"
"sear7wupf",1,18,"unreliable","exp1a_s18_GP_u","GP","GP","G","P","G","P"
"sear7wupf",2,12,"unreliable","exp1a_s12_NP_u","NP","PP","N","P","P","P"
"sear7wupf",3,1,"unreliable","exp1a_s1_NG_u","NG","PG","N","G","P","G"
"sear7wupf",4,8,"unreliable","exp1a_s8_GN_u","GN","GN","G","N","G","N"
"sear7wupf",5,15,"unreliable","exp1a_s15_PP_u","PP","PP","P","P","P","P"
"sear7wupf",6,16,"unreliable","exp1a_s16_GG_u","GG","GG","G","G","G","G"
"sear7wupf",7,17,"unreliable","exp1a_s17_GN_u","GN","GP","G","N","G","P"
"sear7wupf",8,6,"unreliable","exp1a_s6_PP_u","PP","PP","P","P","P","P"
"sear7wupf",9,5,"unreliable","exp1a_s5_PN_u","PN","PN","P","N","P","N"
"sear7wupf",10,10,"unreliable","exp1a_s10_NG_u","NG","NG","N","G","N","G"
"sear7wupf",11,9,"unreliable","exp1a_s9_GP_u","GP","GP","G","P","G","P"
"sear7wupf",12,3,"unreliable","exp1a_s3_NP_u","NP","NN","N","P","N","N"
"sear7wupf",13,14,"unreliable","exp1a_s14_PN_u","PN","PN","P","N","P","N"
"sear7wupf",14,4,"unreliable","exp1a_s4_PG_u","PG","NN","P","G","N","N"
"sear7wupf",15,2,"unreliable","exp1a_s2_NN_u","NN","PN","N","N","P","N"
"sear7wupf",16,13,"unreliable","exp1a_s13_PG_u","PG","PG","P","G","P","G"
"sear7wupf",17,11,"unreliable","exp1a_s11_NN_u","NN","NN","N","N","N","N"
"sear7wupf",18,7,"unreliable","exp1a_s7_GG_u","GG","GG","G","G","G","G"
"xs6s5aap3",1,2,"unreliable","exp1a_s2_NG_u","NG","PG","N","G","P","G"
"xs6s5aap3",2,9,"unreliable","exp1a_s9_GN_u","GN","PG","G","N","P","G"
"xs6s5aap3",3,14,"unreliable","exp1a_s14_PG_u","PG","PG","P","G","P","G"
"xs6s5aap3",4,15,"unreliable","exp1a_s15_PN_u","PN","PG","P","N","P","G"
"xs6s5aap3",5,16,"unreliable","exp1a_s16_PP_u","PP","PP","P","P","P","P"
"xs6s5aap3",6,11,"unreliable","exp1a_s11_NG_u","NG","PG","N","G","P","G"
"xs6s5aap3",7,17,"unreliable","exp1a_s17_GG_u","GG","GG","G","G","G","G"
"xs6s5aap3",8,12,"unreliable","exp1a_s12_NN_u","NN","GG","N","N","G","G"
"xs6s5aap3",9,5,"unreliable","exp1a_s5_PG_u","PG","PG","P","G","P","G"
"xs6s5aap3",10,4,"unreliable","exp1a_s4_NP_u","NP","PG","N","P","P","G"
"xs6s5aap3",11,3,"unreliable","exp1a_s3_NN_u","NN","NP","N","N","N","P"
"xs6s5aap3",12,1,"unreliable","exp1a_s1_GP_u","GP","GP","G","P","G","P"
"xs6s5aap3",13,7,"unreliable","exp1a_s7_PP_u","PP","PP","P","P","P","P"
"xs6s5aap3",14,8,"unreliable","exp1a_s8_GG_u","GG","GG","G","G","G","G"
"xs6s5aap3",15,6,"unreliable","exp1a_s6_PN_u","PN","PN","P","N","P","N"
"xs6s5aap3",16,13,"unreliable","exp1a_s13_NP_u","NP","NP","N","P","N","P"
"xs6s5aap3",17,18,"unreliable","exp1a_s18_GN_u","GN","GP","G","N","G","P"
"xs6s5aap3",18,10,"unreliable","exp1a_s10_GP_u","GP","GP","G","P","G","P"
"796ymt5m9",1,18,"reliable","exp1a_s18_NP_r","NP","PP","N","P","P","P"
"796ymt5m9",2,6,"reliable","exp1a_s6_GP_r","GP","GP","G","P","G","P"
"796ymt5m9",3,10,"reliable","exp1a_s10_PG_r","PG","PG","P","G","P","G"
"796ymt5m9",4,12,"reliable","exp1a_s12_PP_r","PP","NN","P","P","N","N"
"796ymt5m9",5,1,"reliable","exp1a_s1_PG_r","PG","PG","P","G","P","G"
"796ymt5m9",6,13,"reliable","exp1a_s13_GG_r","GG","GG","G","G","G","G"
"796ymt5m9",7,8,"reliable","exp1a_s8_NN_r","NN","NN","N","N","N","N"
"796ymt5m9",8,9,"reliable","exp1a_s9_NP_r","NP","NP","N","P","N","P"
"796ymt5m9",9,7,"reliable","exp1a_s7_NG_r","NG","NG","N","G","N","G"
"796ymt5m9",10,3,"reliable","exp1a_s3_PP_r","PP","PP","P","P","P","P"
"796ymt5m9",11,2,"reliable","exp1a_s2_PN_r","PN","PN","P","N","P","N"
"796ymt5m9",12,16,"reliable","exp1a_s16_NG_r","NG","NG","N","G","N","G"
"796ymt5m9",13,5,"reliable","exp1a_s5_GN_r","GN","GN","G","N","G","N"
"796ymt5m9",14,15,"reliable","exp1a_s15_GP_r","GP","GP","G","P","G","P"
"796ymt5m9",15,4,"reliable","exp1a_s4_GG_r","GG","GG","G","G","G","G"
"796ymt5m9",16,17,"reliable","exp1a_s17_NN_r","NN","PN","N","N","P","N"
"796ymt5m9",17,11,"reliable","exp1a_s11_PN_r","PN","PN","P","N","P","N"
"796ymt5m9",18,14,"reliable","exp1a_s14_GN_r","GN","GN","G","N","G","N"
"126mt0np8",1,8,"unreliable","exp1a_s8_PG_u","PG","PG","P","G","P","G"
"126mt0np8",2,18,"unreliable","exp1a_s18_PN_u","PN","PP","P","N","P","P"
"126mt0np8",3,6,"unreliable","exp1a_s6_NN_u","NN","NP","N","N","N","P"
"126mt0np8",4,13,"unreliable","exp1a_s13_GP_u","GP","NP","G","P","N","P"
"126mt0np8",5,11,"unreliable","exp1a_s11_GG_u","GG","GN","G","G","G","N"
"126mt0np8",6,9,"unreliable","exp1a_s9_PN_u","PN","PN","P","N","P","N"
"126mt0np8",7,16,"unreliable","exp1a_s16_NP_u","NP","NP","N","P","N","P"
"126mt0np8",8,10,"unreliable","exp1a_s10_PP_u","PP","PP","P","P","P","P"
"126mt0np8",9,12,"unreliable","exp1a_s12_GN_u","GN","GN","G","N","G","N"
"126mt0np8",10,1,"unreliable","exp1a_s1_PP_u","PP","PP","P","P","P","P"
"126mt0np8",11,7,"unreliable","exp1a_s7_NP_u","NP","NP","N","P","N","P"
"126mt0np8",12,3,"unreliable","exp1a_s3_GN_u","GN","GN","G","N","G","N"
"126mt0np8",13,5,"unreliable","exp1a_s5_NG_u","NG","NN","N","G","N","N"
"126mt0np8",14,15,"unreliable","exp1a_s15_NN_u","NN","NN","N","N","N","N"
"126mt0np8",15,14,"unreliable","exp1a_s14_NG_u","NG","NG","N","G","N","G"
"126mt0np8",16,17,"unreliable","exp1a_s17_PG_u","PG","PN","P","G","P","N"
"126mt0np8",17,2,"unreliable","exp1a_s2_GG_u","GG","NG","G","G","N","G"
"126mt0np8",18,4,"unreliable","exp1a_s4_GP_u","GP","NP","G","P","N","P"
"3a65d32mm",1,11,"unreliable","exp1a_s11_PG_u","PG","PP","P","G","P","P"
"3a65d32mm",2,1,"unreliable","exp1a_s1_NP_u","NP","PP","N","P","P","P"
"3a65d32mm",3,17,"unreliable","exp1a_s17_NG_u","NG","PP","N","G","P","P"
"3a65d32mm",4,7,"unreliable","exp1a_s7_GP_u","GP","PP","G","P","P","P"
"3a65d32mm",5,9,"unreliable","exp1a_s9_NN_u","NN","NG","N","N","N","G"
"3a65d32mm",6,8,"unreliable","exp1a_s8_NG_u","NG","GG","N","G","G","G"
"3a65d32mm",7,3,"unreliable","exp1a_s3_PN_u","PN","GG","P","N","G","G"
"3a65d32mm",8,2,"unreliable","exp1a_s2_PG_u","PG","GG","P","G","G","G"
"3a65d32mm",9,14,"unreliable","exp1a_s14_GG_u","GG","GG","G","G","G","G"
"3a65d32mm",10,12,"unreliable","exp1a_s12_PN_u","PN","GG","P","N","G","G"
"3a65d32mm",11,10,"unreliable","exp1a_s10_NP_u","NP","GG","N","P","G","G"
"3a65d32mm",12,18,"unreliable","exp1a_s18_NN_u","NN","NG","N","N","N","G"
"3a65d32mm",13,16,"unreliable","exp1a_s16_GP_u","GP","GG","G","P","G","G"
"3a65d32mm",14,13,"unreliable","exp1a_s13_PP_u","PP","GG","P","P","G","G"
"3a65d32mm",15,6,"unreliable","exp1a_s6_GN_u","GN","GG","G","N","G","G"
"3a65d32mm",16,4,"unreliable","exp1a_s4_PP_u","PP","GG","P","P","G","G"
"3a65d32mm",17,15,"unreliable","exp1a_s15_GN_u","GN","GN","G","N","G","N"
"3a65d32mm",18,5,"unreliable","exp1a_s5_GG_u","GG","GG","G","G","G","G"
"9z6agdvm8",1,18,"reliable","exp1a_s18_NG_r","NG","GG","N","G","G","G"
"9z6agdvm8",2,13,"reliable","exp1a_s13_PN_r","PN","PP","P","N","P","P"
"9z6agdvm8",3,14,"reliable","exp1a_s14_PP_r","PP","PP","P","P","P","P"
"9z6agdvm8",4,1,"reliable","exp1a_s1_NN_r","NN","PP","N","N","P","P"
"9z6agdvm8",5,15,"reliable","exp1a_s15_GG_r","GG","PP","G","G","P","P"
"9z6agdvm8",6,16,"reliable","exp1a_s16_GN_r","GN","PP","G","N","P","P"
"9z6agdvm8",7,11,"reliable","exp1a_s11_NP_r","NP","PP","N","P","P","P"
"9z6agdvm8",8,4,"reliable","exp1a_s4_PN_r","PN","PP","P","N","P","P"
"9z6agdvm8",9,8,"reliable","exp1a_s8_GP_r","GP","PP","G","P","P","P"
"9z6agdvm8",10,2,"reliable","exp1a_s2_NP_r","NP","PP","N","P","P","P"
"9z6agdvm8",11,6,"reliable","exp1a_s6_GG_r","GG","PP","G","G","P","P"
"9z6agdvm8",12,10,"reliable","exp1a_s10_NN_r","NN","PP","N","N","P","P"
"9z6agdvm8",13,12,"reliable","exp1a_s12_PG_r","PG","PP","P","G","P","P"
"9z6agdvm8",14,7,"reliable","exp1a_s7_GN_r","GN","PP","G","N","P","P"
"9z6agdvm8",15,9,"reliable","exp1a_s9_NG_r","NG","PP","N","G","P","P"
"9z6agdvm8",16,3,"reliable","exp1a_s3_PG_r","PG","PP","P","G","P","P"
"9z6agdvm8",17,17,"reliable","exp1a_s17_GP_r","GP","PP","G","P","P","P"
"9z6agdvm8",18,5,"reliable","exp1a_s5_PP_r","PP","PP","P","P","P","P"
"t5ar6o5m4",1,10,"reliable","exp1a_s10_NP_r","NP","NN","N","P","N","N"
"t5ar6o5m4",2,5,"reliable","exp1a_s5_GG_r","GG","GN","G","G","G","N"
"t5ar6o5m4",3,17,"reliable","exp1a_s17_NG_r","NG","NN","N","G","N","N"
"t5ar6o5m4",4,16,"reliable","exp1a_s16_GP_r","GP","NP","G","P","N","P"
"t5ar6o5m4",5,14,"reliable","exp1a_s14_GG_r","GG","GG","G","G","G","G"
"t5ar6o5m4",6,9,"reliable","exp1a_s9_NN_r","NN","PP","N","N","P","P"
"t5ar6o5m4",7,11,"reliable","exp1a_s11_PG_r","PG","PG","P","G","P","G"
"t5ar6o5m4",8,6,"reliable","exp1a_s6_GN_r","GN","NN","G","N","N","N"
"t5ar6o5m4",9,18,"reliable","exp1a_s18_NN_r","NN","GG","N","N","G","G"
"t5ar6o5m4",10,12,"reliable","exp1a_s12_PN_r","PN","NN","P","N","N","N"
"t5ar6o5m4",11,2,"reliable","exp1a_s2_PG_r","PG","NG","P","G","N","G"
"t5ar6o5m4",12,4,"reliable","exp1a_s4_PP_r","PP","PP","P","P","P","P"
"t5ar6o5m4",13,7,"reliable","exp1a_s7_GP_r","GP","NN","G","P","N","N"
"t5ar6o5m4",14,8,"reliable","exp1a_s8_NG_r","NG","NN","N","G","N","N"
"t5ar6o5m4",15,1,"reliable","exp1a_s1_NP_r","NP","GN","N","P","G","N"
"t5ar6o5m4",16,15,"reliable","exp1a_s15_GN_r","GN","GG","G","N","G","G"
"t5ar6o5m4",17,3,"reliable","exp1a_s3_PN_r","PN","GN","P","N","G","N"
"t5ar6o5m4",18,13,"reliable","exp1a_s13_PP_r","PP","PP","P","P","P","P"
"d16awocp0",1,4,"unreliable","exp1a_s4_PP_u","PP","GN","P","P","G","N"
"d16awocp0",2,6,"unreliable","exp1a_s6_GN_u","GN","NP","G","N","N","P"
"d16awocp0",3,10,"unreliable","exp1a_s10_NP_u","NP","NG","N","P","N","G"
"d16awocp0",4,7,"unreliable","exp1a_s7_GP_u","GP","NP","G","P","N","P"
"d16awocp0",5,13,"unreliable","exp1a_s13_PP_u","PP","NG","P","P","N","G"
"d16awocp0",6,18,"unreliable","exp1a_s18_NN_u","NN","GN","N","N","G","N"
"d16awocp0",7,3,"unreliable","exp1a_s3_PN_u","PN","PN","P","N","P","N"
"d16awocp0",8,14,"unreliable","exp1a_s14_GG_u","GG","NG","G","G","N","G"
"d16awocp0",9,17,"unreliable","exp1a_s17_NG_u","NG","GP","N","G","G","P"
"d16awocp0",10,2,"unreliable","exp1a_s2_PG_u","PG","NG","P","G","N","G"
"d16awocp0",11,12,"unreliable","exp1a_s12_PN_u","PN","GP","P","N","G","P"
"d16awocp0",12,9,"unreliable","exp1a_s9_NN_u","NN","GP","N","N","G","P"
"d16awocp0",13,11,"unreliable","exp1a_s11_PG_u","PG","PN","P","G","P","N"
"d16awocp0",14,15,"unreliable","exp1a_s15_GN_u","GN","GP","G","N","G","P"
"d16awocp0",15,8,"unreliable","exp1a_s8_NG_u","NG","GN","N","G","G","N"
"d16awocp0",16,5,"unreliable","exp1a_s5_GG_u","GG","GN","G","G","G","N"
"d16awocp0",17,16,"unreliable","exp1a_s16_GP_u","GP","PG","G","P","P","G"
"d16awocp0",18,1,"unreliable","exp1a_s1_NP_u","NP","PG","N","P","P","G"
"w1ainp9p1",1,10,"reliable","exp1a_s10_PG_r","PG","PP","P","G","P","P"
"w1ainp9p1",2,7,"reliable","exp1a_s7_NG_r","NG","GG","N","G","G","G"
"w1ainp9p1",3,2,"reliable","exp1a_s2_PN_r","PN","NN","P","N","N","N"
"w1ainp9p1",4,16,"reliable","exp1a_s16_NG_r","NG","NN","N","G","N","N"
"w1ainp9p1",5,5,"reliable","exp1a_s5_GN_r","GN","NN","G","N","N","N"
"w1ainp9p1",6,12,"reliable","exp1a_s12_PP_r","PP","NN","P","P","N","N"
"w1ainp9p1",7,4,"reliable","exp1a_s4_GG_r","GG","NN","G","G","N","N"
"w1ainp9p1",8,17,"reliable","exp1a_s17_NN_r","NN","NN","N","N","N","N"
"w1ainp9p1",9,15,"reliable","exp1a_s15_GP_r","GP","GN","G","P","G","N"
"w1ainp9p1",10,13,"reliable","exp1a_s13_GG_r","GG","GG","G","G","G","G"
"w1ainp9p1",11,1,"reliable","exp1a_s1_PG_r","PG","PP","P","G","P","P"
"w1ainp9p1",12,3,"reliable","exp1a_s3_PP_r","PP","PP","P","P","P","P"
"w1ainp9p1",13,18,"reliable","exp1a_s18_NP_r","NP","NN","N","P","N","N"
"w1ainp9p1",14,6,"reliable","exp1a_s6_GP_r","GP","GP","G","P","G","P"
"w1ainp9p1",15,11,"reliable","exp1a_s11_PN_r","PN","PP","P","N","P","P"
"w1ainp9p1",16,8,"reliable","exp1a_s8_NN_r","NN","PP","N","N","P","P"
"w1ainp9p1",17,9,"reliable","exp1a_s9_NP_r","NP","NN","N","P","N","N"
"w1ainp9p1",18,14,"reliable","exp1a_s14_GN_r","GN","GP","G","N","G","P"
"ekaaul8m4",1,18,"unreliable","exp1a_s18_NP_u","NP","GG","N","P","G","G"
"ekaaul8m4",2,8,"unreliable","exp1a_s8_NN_u","NN","GG","N","N","G","G"
"ekaaul8m4",3,5,"unreliable","exp1a_s5_GN_u","GN","GG","G","N","G","G"
"ekaaul8m4",4,15,"unreliable","exp1a_s15_GP_u","GP","PP","G","P","P","P"
"ekaaul8m4",5,3,"unreliable","exp1a_s3_PP_u","PP","GG","P","P","G","G"
"ekaaul8m4",6,10,"unreliable","exp1a_s10_PG_u","PG","GG","P","G","G","G"
"ekaaul8m4",7,4,"unreliable","exp1a_s4_GG_u","GG","GG","G","G","G","G"
"ekaaul8m4",8,16,"unreliable","exp1a_s16_NG_u","NG","GG","N","G","G","G"
"ekaaul8m4",9,9,"unreliable","exp1a_s9_NP_u","NP","GG","N","P","G","G"
"ekaaul8m4",10,6,"unreliable","exp1a_s6_GP_u","GP","GG","G","P","G","G"
"ekaaul8m4",11,13,"unreliable","exp1a_s13_GG_u","GG","GG","G","G","G","G"
"ekaaul8m4",12,1,"unreliable","exp1a_s1_PG_u","PG","GG","P","G","G","G"
"ekaaul8m4",13,17,"unreliable","exp1a_s17_NN_u","NN","GG","N","N","G","G"
"ekaaul8m4",14,2,"unreliable","exp1a_s2_PN_u","PN","PP","P","N","P","P"
"ekaaul8m4",15,7,"unreliable","exp1a_s7_NG_u","NG","GG","N","G","G","G"
"ekaaul8m4",16,12,"unreliable","exp1a_s12_PP_u","PP","GG","P","P","G","G"
"ekaaul8m4",17,11,"unreliable","exp1a_s11_PN_u","PN","GG","P","N","G","G"
"ekaaul8m4",18,14,"unreliable","exp1a_s14_GN_u","GN","GG","G","N","G","G"
"sna2mfqmy",1,7,"unreliable","exp1a_s7_NN_u","NN","NG","N","N","N","G"
"sna2mfqmy",2,6,"unreliable","exp1a_s6_NG_u","NG","GG","N","G","G","G"
"sna2mfqmy",3,10,"unreliable","exp1a_s10_PN_u","PN","PP","P","N","P","P"
"sna2mfqmy",4,14,"unreliable","exp1a_s14_GP_u","GP","GP","G","P","G","P"
"sna2mfqmy",5,13,"unreliable","exp1a_s13_GN_u","GN","GP","G","N","G","P"
"sna2mfqmy",6,8,"unreliable","exp1a_s8_NP_u","NP","NP","N","P","N","P"
"sna2mfqmy",7,9,"unreliable","exp1a_s9_PG_u","PG","PG","P","G","P","G"
"sna2mfqmy",8,2,"unreliable","exp1a_s2_PP_u","PP","GP","P","P","G","P"
"sna2mfqmy",9,16,"unreliable","exp1a_s16_NN_u","NN","GN","N","N","G","N"
"sna2mfqmy",10,15,"unreliable","exp1a_s15_NG_u","NG","GG","N","G","G","G"
"sna2mfqmy",11,4,"unreliable","exp1a_s4_GN_u","GN","GG","G","N","G","G"
"sna2mfqmy",12,3,"unreliable","exp1a_s3_GG_u","GG","NG","G","G","N","G"
"sna2mfqmy",13,1,"unreliable","exp1a_s1_PN_u","PN","PP","P","N","P","P"
"sna2mfqmy",14,17,"unreliable","exp1a_s17_NP_u","NP","NP","N","P","N","P"
"sna2mfqmy",15,12,"unreliable","exp1a_s12_GG_u","GG","GG","G","G","G","G"
"sna2mfqmy",16,11,"unreliable","exp1a_s11_PP_u","PP","PP","P","P","P","P"
"sna2mfqmy",17,5,"unreliable","exp1a_s5_GP_u","GP","GP","G","P","G","P"
"sna2mfqmy",18,18,"unreliable","exp1a_s18_PG_u","PG","PG","P","G","P","G"
"m96z031p0",1,4,"reliable","exp1a_s4_PP_r","PP","PP","P","P","P","P"
"m96z031p0",2,9,"reliable","exp1a_s9_NN_r","NN","PP","N","N","P","P"
"m96z031p0",3,12,"reliable","exp1a_s12_PN_r","PN","PN","P","N","P","N"
"m96z031p0",4,11,"reliable","exp1a_s11_PG_r","PG","PG","P","G","P","G"
"m96z031p0",5,15,"reliable","exp1a_s15_GN_r","GN","GP","G","N","G","P"
"m96z031p0",6,8,"reliable","exp1a_s8_NG_r","NG","PG","N","G","P","G"
"m96z031p0",7,14,"reliable","exp1a_s14_GG_r","GG","GG","G","G","G","G"
