"subject","trial_order","seed","condition","id","truth","ans","A_pro","B_pro","A_state","B_state"
"8z6gor8mq",12,1,"unreliable","exp1a_s1_PN_u","PN","NN","P","N","N","N"
"8z6gor8mq",13,11,"unreliable","exp1a_s11_PP_u","PP","PP","P","P","P","P"
"8z6gor8mq",14,16,"unreliable","exp1a_s16_NN_u","NN","GN","N","N","G","N"
"8z6gor8mq",15,9,"unreliable","exp1a_s9_PG_u","PG","PG","P","G","P","G"
"8z6gor8mq",16,12,"unreliable","exp1a_s12_GG_u","GG","GG","G","G","G","G"
"8z6gor8mq",17,5,"unreliable","exp1a_s5_GP_u","GP","GP","G","P","G","P"
"8z6gor8mq",18,17,"unreliable","exp1a_s17_NP_u","NP","NN","N","P","N","N"
"mpasep2pa",1,7,"unreliable","exp1a_s7_PG_u","PG","NG","P","G","N","G"
"mpasep2pa",2,18,"unreliable","exp1a_s18_PP_u","PP","PP","P","P","P","P"
"mpasep2pa",3,1,"unreliable","exp1a_s1_GG_u","GG","GG","G","G","G","G"
"mpasep2pa",4,14,"unreliable","exp1a_s14_NN_u","NN","NN","N","N","N","N"
"mpasep2pa",5,11,"unreliable","exp1a_s11_GN_u","GN","GN","G","N","G","N"
"mpasep2pa",6,15,"unreliable","exp1a_s15_NP_u","NP","NP","N","P","N","P"
"mpasep2pa",7,8,"unreliable","exp1a_s8_PN_u","PN","PN","P","N","P","N"
"mpasep2pa",8,9,"unreliable","exp1a_s9_PP_u","PP","NP","P","P","N","P"
"mpasep2pa",9,16,"unreliable","exp1a_s16_PG_u","PG","PG","P","G","P","G"
"mpasep2pa",10,12,"unreliable","exp1a_s12_GP_u","GP","GP","G","P","G","P"
"mpasep2pa",11,13,"unreliable","exp1a_s13_NG_u","NG","NG","N","G","N","G"
"mpasep2pa",12,10,"unreliable","exp1a_s10_GG_u","GG","GG","G","G","G","G"
"mpasep2pa",13,4,"unreliable","exp1a_s4_NG_u","NG","NG","N","G","N","G"
"mpasep2pa",14,3,"unreliable","exp1a_s3_GP_u","GP","GP","G","P","G","P"
"mpasep2pa",15,6,"unreliable","exp1a_s6_NP_u","NP","NP","N","P","N","P"
"mpasep2pa",16,2,"unreliable","exp1a_s2_GN_u","GN","NN","G","N","N","N"
"mpasep2pa",17,17,"unreliable","exp1a_s17_PN_u","PN","PP","P","N","P","P"
"mpasep2pa",18,5,"unreliable","exp1a_s5_NN_u","NN","NN","N","N","N","N"
"frajohdpt",1,4,"reliable","exp1a_s4_NG_r","NG","PG","N","G","P","G"
"frajohdpt",2,14,"reliable","exp1a_s14_NN_r","NN","GG","N","N","G","G"
"frajohdpt",3,1,"reliable","exp1a_s1_GG_r","GG","GG","G","G","G","G"
"frajohdpt",4,2,"reliable","exp1a_s2_GN_r","GN","GN","G","N","G","N"
"frajohdpt",5,6,"reliable","exp1a_s6_NP_r","NP","PN","N","P","P","N"
"frajohdpt",6,8,"reliable","exp1a_s8_PN_r","PN","PG","P","N","P","G"
"frajohdpt",7,9,"reliable","exp1a_s9_PP_r","PP","PG","P","P","P","G"
"frajohdpt",8,15,"reliable","exp1a_s15_NP_r","NP","GP","N","P","G","P"
"frajohdpt",9,18,"reliable","exp1a_s18_PP_r","PP","NN","P","P","N","N"
"frajohdpt",10,3,"reliable","exp1a_s3_GP_r","GP","GP","G","P","G","P"
"frajohdpt",11,17,"reliable","exp1a_s17_PN_r","PN","NP","P","N","N","P"
"frajohdpt",12,10,"reliable","exp1a_s10_GG_r","GG","GG","G","G","G","G"
"frajohdpt",13,13,"reliable","exp1a_s13_NG_r","NG","NG","N","G","N","G"
"frajohdpt",14,7,"reliable","exp1a_s7_PG_r","PG","PG","P","G","P","G"
"frajohdpt",15,5,"reliable","exp1a_s5_NN_r","NN","GP","N","N","G","P"
"frajohdpt",16,11,"reliable","exp1a_s11_GN_r","GN","GN","G","N","G","N"
"frajohdpt",17,16,"reliable","exp1a_s16_PG_r","PG","PG","P","G","P","G"
"frajohdpt",18,12,"reliable","exp1a_s12_GP_r","GP","NN","G","P","N","N"
"4b6hgcap0",1,1,"unreliable","exp1a_s1_NN_u","NN","PN","N","N","P","N"
"4b6hgcap0",2,13,"unreliable","exp1a_s13_PN_u","PN","PN","P","N","P","N"
"4b6hgcap0",3,2,"unreliable","exp1a_s2_NP_u","NP","PP","N","P","P","P"
"4b6hgcap0",4,14,"unreliable","exp1a_s14_PP_u","PP","PP","P","P","P","P"
"4b6hgcap0",5,9,"unreliable","exp1a_s9_NG_u","NG","NG","N","G","N","G"
"4b6hgcap0",6,10,"unreliable","exp1a_s10_NN_u","NN","PN","N","N","P","N"
"4b6hgcap0",7,6,"unreliable","exp1a_s6_GG_u","GG","GG","G","G","G","G"
"4b6hgcap0",8,11,"unreliable","exp1a_s11_NP_u","NP","PP","N","P","P","P"
"4b6hgcap0",9,5,"unreliable","exp1a_s5_PP_u","PP","PP","P","P","P","P"
"4b6hgcap0",10,3,"unreliable","exp1a_s3_PG_u","PG","PG","P","G","P","G"
"4b6hgcap0",11,18,"unreliable","exp1a_s18_NG_u","NG","NG","N","G","N","G"
"4b6hgcap0",12,15,"unreliable","exp1a_s15_GG_u","GG","GG","G","G","G","G"
"4b6hgcap0",13,17,"unreliable","exp1a_s17_GP_u","GP","GP","G","P","G","P"
"4b6hgcap0",14,7,"unreliable","exp1a_s7_GN_u","GN","GN","G","N","G","N"
"4b6hgcap0",15,12,"unreliable","exp1a_s12_PG_u","PG","NG","P","G","N","G"
"4b6hgcap0",16,8,"unreliable","exp1a_s8_GP_u","GP","NN","G","P","N","N"
"4b6hgcap0",17,4,"unreliable","exp1a_s4_PN_u","PN","PP","P","N","P","P"
"4b6hgcap0",18,16,"unreliable","exp1a_s16_GN_u","GN","GN","G","N","G","N"
"lma45e3mo",1,11,"unreliable","exp1a_s11_NP_u","NP","GN","N","P","G","N"
"lma45e3mo",2,8,"unreliable","exp1a_s8_GP_u","GP","GN","G","P","G","N"
"lma45e3mo",3,13,"unreliable","exp1a_s13_PN_u","PN","NP","P","N","N","P"
"lma45e3mo",4,14,"unreliable","exp1a_s14_PP_u","PP","NP","P","P","N","P"
"lma45e3mo",5,1,"unreliable","exp1a_s1_NN_u","NN","PN","N","N","P","N"
"lma45e3mo",6,3,"unreliable","exp1a_s3_PG_u","PG","PG","P","G","P","G"
"lma45e3mo",7,10,"unreliable","exp1a_s10_NN_u","NN","GP","N","N","G","P"
"lma45e3mo",8,9,"unreliable","exp1a_s9_NG_u","NG","GG","N","G","G","G"
"lma45e3mo",9,6,"unreliable","exp1a_s6_GG_u","GG","GG","G","G","G","G"
"lma45e3mo",10,2,"unreliable","exp1a_s2_NP_u","NP","PG","N","P","P","G"
"lma45e3mo",11,18,"unreliable","exp1a_s18_NG_u","NG","GG","N","G","G","G"
"lma45e3mo",12,16,"unreliable","exp1a_s16_GN_u","GN","GP","G","N","G","P"
"lma45e3mo",13,5,"unreliable","exp1a_s5_PP_u","PP","PN","P","P","P","N"
"lma45e3mo",14,17,"unreliable","exp1a_s17_GP_u","GP","GN","G","P","G","N"
"lma45e3mo",15,4,"unreliable","exp1a_s4_PN_u","PN","PG","P","N","P","G"
"lma45e3mo",16,7,"unreliable","exp1a_s7_GN_u","GN","GN","G","N","G","N"
"lma45e3mo",17,12,"unreliable","exp1a_s12_PG_u","PG","NG","P","G","N","G"
"lma45e3mo",18,15,"unreliable","exp1a_s15_GG_u","GG","GG","G","G","G","G"
"5aazgzvmu",1,3,"unreliable","exp1a_s3_NG_u","NG","NG","N","G","N","G"
"5aazgzvmu",2,13,"unreliable","exp1a_s13_NN_u","NN","PG","N","N","P","G"
"5aazgzvmu",3,10,"unreliable","exp1a_s10_GN_u","GN","GP","G","N","G","P"
"5aazgzvmu",4,15,"unreliable","exp1a_s15_PG_u","PG","PG","P","G","P","G"
"5aazgzvmu",5,11,"unreliable","exp1a_s11_GP_u","GP","PP","G","P","P","P"
"5aazgzvmu",6,7,"unreliable","exp1a_s7_PN_u","PN","PN","P","N","P","N"
"5aazgzvmu",7,4,"unreliable","exp1a_s4_NN_u","NN","PP","N","N","P","P"
"5aazgzvmu",8,9,"unreliable","exp1a_s9_GG_u","GG","GG","G","G","G","G"
"5aazgzvmu",9,8,"unreliable","exp1a_s8_PP_u","PP","PP","P","P","P","P"
"5aazgzvmu",10,2,"unreliable","exp1a_s2_GP_u","GP","NP","G","P","N","P"
"5aazgzvmu",11,14,"unreliable","exp1a_s14_NP_u","NP","GP","N","P","G","P"
"5aazgzvmu",12,16,"unreliable","exp1a_s16_PN_u","PN","PP","P","N","P","P"
"5aazgzvmu",13,18,"unreliable","exp1a_s18_GG_u","GG","GG","G","G","G","G"
"5aazgzvmu",14,5,"unreliable","exp1a_s5_NP_u","NP","PP","N","P","P","P"
"5aazgzvmu",15,6,"unreliable","exp1a_s6_PG_u","PG","PN","P","G","P","N"
"5aazgzvmu",16,12,"unreliable","exp1a_s12_NG_u","NG","NN","N","G","N","N"
"5aazgzvmu",17,17,"unreliable","exp1a_s17_PP_u","PP","PP","P","P","P","P"
"5aazgzvmu",18,1,"unreliable","exp1a_s1_GN_u","GN","NP","G","N","N","P"
"pha366epo",1,11,"unreliable","exp1a_s11_NN_u","NN","NN","N","N","N","N"
"pha366epo",2,16,"unreliable","exp1a_s16_GG_u","GG","GG","G","G","G","G"
"pha366epo",3,4,"unreliable","exp1a_s4_PG_u","PG","NN","P","G","N","N"
"pha366epo",4,17,"unreliable","exp1a_s17_GN_u","GN","GP","G","N","G","P"
"pha366epo",5,10,"unreliable","exp1a_s10_NG_u","NG","PG","N","G","P","G"
"pha366epo",6,12,"unreliable","exp1a_s12_NP_u","NP","PP","N","P","P","P"
"pha366epo",7,6,"unreliable","exp1a_s6_PP_u","PP","PP","P","P","P","P"
"pha366epo",8,3,"unreliable","exp1a_s3_NP_u","NP","NP","N","P","N","P"
"pha366epo",9,15,"unreliable","exp1a_s15_PP_u","PP","PP","P","P","P","P"
"pha366epo",10,8,"unreliable","exp1a_s8_GN_u","GN","GN","G","N","G","N"
"pha366epo",11,9,"unreliable","exp1a_s9_GP_u","GP","GP","G","P","G","P"
"pha366epo",12,2,"unreliable","exp1a_s2_NN_u","NN","PP","N","N","P","P"
"pha366epo",13,1,"unreliable","exp1a_s1_NG_u","NG","NG","N","G","N","G"
"pha366epo",14,13,"unreliable","exp1a_s13_PG_u","PG","PG","P","G","P","G"
"pha366epo",15,14,"unreliable","exp1a_s14_PN_u","PN","PN","P","N","P","N"
"pha366epo",16,7,"unreliable","exp1a_s7_GG_u","GG","GG","G","G","G","G"
"pha366epo",17,5,"unreliable","exp1a_s5_PN_u","PN","PN","P","N","P","N"
"pha366epo",18,18,"unreliable","exp1a_s18_GP_u","GP","NP","G","P","N","P"
"2sallmupr",1,1,"reliable","exp1a_s1_GG_r","GG","GG","G","G","G","G"
"2sallmupr",2,17,"reliable","exp1a_s17_PN_r","PN","NP","P","N","N","P"
"2sallmupr",3,14,"reliable","exp1a_s14_NN_r","NN","NP","N","N","N","P"
"2sallmupr",4,4,"reliable","exp1a_s4_NG_r","NG","PN","N","G","P","N"
"2sallmupr",5,3,"reliable","exp1a_s3_GP_r","GP","GP","G","P","G","P"
"2sallmupr",6,7,"reliable","exp1a_s7_PG_r","PG","NG","P","G","N","G"
"2sallmupr",7,9,"reliable","exp1a_s9_PP_r","PP","NN","P","P","N","N"
"2sallmupr",8,2,"reliable","exp1a_s2_GN_r","GN","GN","G","N","G","N"
"2sallmupr",9,16,"reliable","exp1a_s16_PG_r","PG","PG","P","G","P","G"
"2sallmupr",10,12,"reliable","exp1a_s12_GP_r","GP","GP","G","P","G","P"
"2sallmupr",11,18,"reliable","exp1a_s18_PP_r","PP","NP","P","P","N","P"
"2sallmupr",12,13,"reliable","exp1a_s13_NG_r","NG","NG","N","G","N","G"
"2sallmupr",13,15,"reliable","exp1a_s15_NP_r","NP","GP","N","P","G","P"
"2sallmupr",14,10,"reliable","exp1a_s10_GG_r","GG","GG","G","G","G","G"
"2sallmupr",15,11,"reliable","exp1a_s11_GN_r","GN","GN","G","N","G","N"
"2sallmupr",16,8,"reliable","exp1a_s8_PN_r","PN","PG","P","N","P","G"
"2sallmupr",17,5,"reliable","exp1a_s5_NN_r","NN","NP","N","N","N","P"
"2sallmupr",18,6,"reliable","exp1a_s6_NP_r","NP","NP","N","P","N","P"
"xq64sj3p5",1,5,"unreliable","exp1a_s5_NN_u","NN","GG","N","N","G","G"
"xq64sj3p5",2,6,"unreliable","exp1a_s6_NP_u","NP","GG","N","P","G","G"
"xq64sj3p5",3,3,"unreliable","exp1a_s3_GP_u","GP","GG","G","P","G","G"
"xq64sj3p5",4,1,"unreliable","exp1a_s1_GG_u","GG","GG","G","G","G","G"
"xq64sj3p5",5,15,"unreliable","exp1a_s15_NP_u","NP","GG","N","P","G","G"
"xq64sj3p5",6,4,"unreliable","exp1a_s4_NG_u","NG","GG","N","G","G","G"
"xq64sj3p5",7,11,"unreliable","exp1a_s11_GN_u","GN","GG","G","N","G","G"
"xq64sj3p5",8,13,"unreliable","exp1a_s13_NG_u","NG","GG","N","G","G","G"
"xq64sj3p5",9,17,"unreliable","exp1a_s17_PN_u","PN","GG","P","N","G","G"
"xq64sj3p5",10,14,"unreliable","exp1a_s14_NN_u","NN","GG","N","N","G","G"
"xq64sj3p5",11,10,"unreliable","exp1a_s10_GG_u","GG","GG","G","G","G","G"
"xq64sj3p5",12,18,"unreliable","exp1a_s18_PP_u","PP","GG","P","P","G","G"
"xq64sj3p5",13,8,"unreliable","exp1a_s8_PN_u","PN","GG","P","N","G","G"
"xq64sj3p5",14,7,"unreliable","exp1a_s7_PG_u","PG","GG","P","G","G","G"
"xq64sj3p5",15,12,"unreliable","exp1a_s12_GP_u","GP","GG","G","P","G","G"
"xq64sj3p5",16,16,"unreliable","exp1a_s16_PG_u","PG","GG","P","G","G","G"
"xq64sj3p5",17,9,"unreliable","exp1a_s9_PP_u","PP","GG","P","P","G","G"
"xq64sj3p5",18,2,"unreliable","exp1a_s2_GN_u","GN","GG","G","N","G","G"
"fq6lmy8mw",1,1,"reliable","exp1a_s1_PN_r","PN","NP","P","N","N","P"
"fq6lmy8mw",2,17,"reliable","exp1a_s17_NP_r","NP","GG","N","P","G","G"
"fq6lmy8mw",3,7,"reliable","exp1a_s7_NN_r","NN","GG","N","N","G","G"
"fq6lmy8mw",4,4,"reliable","exp1a_s4_GN_r","GN","PG","G","N","P","G"
"fq6lmy8mw",5,2,"reliable","exp1a_s2_PP_r","PP","PG","P","P","P","G"
"fq6lmy8mw",6,15,"reliable","exp1a_s15_NG_r","NG","PG","N","G","P","G"
"fq6lmy8mw",7,8,"reliable","exp1a_s8_NP_r","NP","PP","N","P","P","P"
"fq6lmy8mw",8,10,"reliable","exp1a_s10_PN_r","PN","PN","P","N","P","N"
"fq6lmy8mw",9,6,"reliable","exp1a_s6_NG_r","NG","PN","N","G","P","N"
"fq6lmy8mw",10,18,"reliable","exp1a_s18_PG_r","PG","NP","P","G","N","P"
"fq6lmy8mw",11,16,"reliable","exp1a_s16_NN_r","NN","GN","N","N","G","N"
"fq6lmy8mw",12,11,"reliable","exp1a_s11_PP_r","PP","NP","P","P","N","P"
"fq6lmy8mw",13,13,"reliable","exp1a_s13_GN_r","GN","PG","G","N","P","G"
"fq6lmy8mw",14,12,"reliable","exp1a_s12_GG_r","GG","NP","G","G","N","P"
"fq6lmy8mw",15,5,"reliable","exp1a_s5_GP_r","GP","GG","G","P","G","G"
"fq6lmy8mw",16,3,"reliable","exp1a_s3_GG_r","GG","PG","G","G","P","G"
"fq6lmy8mw",17,9,"reliable","exp1a_s9_PG_r","PG","NP","P","G","N","P"
"fq6lmy8mw",18,14,"reliable","exp1a_s14_GP_r","GP","PP","G","P","P","P"
"gt6gtyqmb",1,3,"reliable","exp1a_s3_PG_r","PG","PG","P","G","P","G"
"gt6gtyqmb",2,2,"reliable","exp1a_s2_NP_r","NP","NP","N","P","N","P"
"gt6gtyqmb",3,16,"reliable","exp1a_s16_GN_r","GN","GN","G","N","G","N"
"gt6gtyqmb",4,17,"reliable","exp1a_s17_GP_r","GP","NP","G","P","N","P"
"gt6gtyqmb",5,4,"reliable","exp1a_s4_PN_r","PN","PP","P","N","P","P"
"gt6gtyqmb",6,1,"reliable","exp1a_s1_NN_r","NN","PN","N","N","P","N"
"gt6gtyqmb",7,5,"reliable","exp1a_s5_PP_r","PP","PP","P","P","P","P"
"gt6gtyqmb",8,6,"reliable","exp1a_s6_GG_r","GG","GG","G","G","G","G"
"gt6gtyqmb",9,10,"reliable","exp1a_s10_NN_r","NN","NN","N","N","N","N"
"gt6gtyqmb",10,15,"reliable","exp1a_s15_GG_r","GG","GG","G","G","G","G"
"gt6gtyqmb",11,18,"reliable","exp1a_s18_NG_r","NG","PG","N","G","P","G"
"gt6gtyqmb",12,7,"reliable","exp1a_s7_GN_r","GN","GG","G","N","G","G"
"gt6gtyqmb",13,12,"reliable","exp1a_s12_PG_r","PG","PG","P","G","P","G"
"gt6gtyqmb",14,13,"reliable","exp1a_s13_PN_r","PN","PN","P","N","P","N"
"gt6gtyqmb",15,14,"reliable","exp1a_s14_PP_r","PP","PP","P","P","P","P"
"gt6gtyqmb",16,9,"reliable","exp1a_s9_NG_r","NG","NG","N","G","N","G"
"gt6gtyqmb",17,8,"reliable","exp1a_s8_GP_r","GP","GP","G","P","G","P"
"gt6gtyqmb",18,11,"reliable","exp1a_s11_NP_r","NP","NP","N","P","N","P"
"ueaspjrmc",1,15,"unreliable","exp1a_s15_GP_u","GP","NG","G","P","N","G"
"ueaspjrmc",2,13,"unreliable","exp1a_s13_GG_u","GG","GG","G","G","G","G"
"ueaspjrmc",3,1,"unreliable","exp1a_s1_PG_u","PG","GN","P","G","G","N"
"ueaspjrmc",4,11,"unreliable","exp1a_s11_PN_u","PN","PN","P","N","P","N"
"ueaspjrmc",5,18,"unreliable","exp1a_s18_NP_u","NP","GP","N","P","G","P"
"ueaspjrmc",6,2,"unreliable","exp1a_s2_PN_u","PN","GN","P","N","G","N"
"ueaspjrmc",7,3,"unreliable","exp1a_s3_PP_u","PP","PN","P","P","P","N"
"ueaspjrmc",8,16,"unreliable","exp1a_s16_NG_u","NG","PN","N","G","P","N"
"ueaspjrmc",9,10,"unreliable","exp1a_s10_PG_u","PG","GP","P","G","G","P"
"ueaspjrmc",10,7,"unreliable","exp1a_s7_NG_u","NG","NG","N","G","N","G"
"ueaspjrmc",11,12,"unreliable","exp1a_s12_PP_u","PP","GG","P","P","G","G"
"ueaspjrmc",12,14,"unreliable","exp1a_s14_GN_u","GN","GN","G","N","G","N"
"ueaspjrmc",13,8,"unreliable","exp1a_s8_NN_u","NN","NG","N","N","N","G"
"ueaspjrmc",14,9,"unreliable","exp1a_s9_NP_u","NP","NG","N","P","N","G"
"ueaspjrmc",15,4,"unreliable","exp1a_s4_GG_u","GG","NP","G","G","N","P"
"ueaspjrmc",16,5,"unreliable","exp1a_s5_GN_u","GN","PP","G","N","P","P"
"ueaspjrmc",17,6,"unreliable","exp1a_s6_GP_u","GP","NG","G","P","N","G"
"ueaspjrmc",18,17,"unreliable","exp1a_s17_NN_u","NN","NG","N","N","N","G"
"roavmk4m7",1,13,"unreliable","exp1a_s13_NG_u","NG","PG","N","G","P","G"
"roavmk4m7",2,14,"unreliable","exp1a_s14_NN_u","NN","NG","N","N","N","G"
"roavmk4m7",3,11,"unreliable","exp1a_s11_GN_u","GN","GP","G","N","G","P"
"roavmk4m7",4,6,"unreliable","exp1a_s6_NP_u","NP","NP","N","P","N","P"
"roavmk4m7",5,10,"unreliable","exp1a_s10_GG_u","GG","GP","G","G","G","P"
"roavmk4m7",6,17,"unreliable","exp1a_s17_PN_u","PN","NN","P","N","N","N"
"roavmk4m7",7,15,"unreliable","exp1a_s15_NP_u","NP","GN","N","P","G","N"
"roavmk4m7",8,12,"unreliable","exp1a_s12_GP_u","GP","NN","G","P","N","N"
"roavmk4m7",9,16,"unreliable","exp1a_s16_PG_u","PG","NG","P","G","N","G"
"roavmk4m7",10,5,"unreliable","exp1a_s5_NN_u","NN","GN","N","N","G","N"
"roavmk4m7",11,3,"unreliable","exp1a_s3_GP_u","GP","GP","G","P","G","P"
"roavmk4m7",12,4,"unreliable","exp1a_s4_NG_u","NG","NG","N","G","N","G"
"roavmk4m7",13,7,"unreliable","exp1a_s7_PG_u","PG","NG","P","G","N","G"
"roavmk4m7",14,18,"unreliable","exp1a_s18_PP_u","PP","NG","P","P","N","G"
"roavmk4m7",15,8,"unreliable","exp1a_s8_PN_u","PN","GN","P","N","G","N"
"roavmk4m7",16,9,"unreliable","exp1a_s9_PP_u","PP","NP","P","P","N","P"
"roavmk4m7",17,1,"unreliable","exp1a_s1_GG_u","GG","GG","G","G","G","G"
"roavmk4m7",18,2,"unreliable","exp1a_s2_GN_u","GN","PG","G","N","P","G"
"ex6zht6px",1,3,"reliable","exp1a_s3_NG_r","NG","PG","N","G","P","G"
"ex6zht6px",2,2,"reliable","exp1a_s2_GP_r","GP","GP","G","P","G","P"
"ex6zht6px",3,9,"reliable","exp1a_s9_GG_r","GG","GG","G","G","G","G"
"ex6zht6px",4,8,"reliable","exp1a_s8_PP_r","PP","NP","P","P","N","P"
